Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
212,28.95769,2.315842,54.20333,2.291385,0.406433,0.418213,0.238548,11.16857,
214,28.8755,2.295373,54.32393,2.35417,0.37274,0.52278,0.12631,11.1292,
216,28.73016,2.517516,54.14375,2.360325,0.353593,0.547291,0.247175,11.1002,
218,28.77309,2.321542,54.48374,2.316538,0.341934,0.517706,0.279292,10.96616,
220,28.95857,2.273516,54.3699,2.260983,0.350855,0.461102,0.228144,11.09693,
222,28.69048,2.353469,54.43199,2.33708,0.424555,0.523419,0.253659,10.98536,
224,28.56736,2.471929,54.41382,2.417324,0.300717,0.579465,0.155275,11.09412,
226,28.75165,2.548209,54.17435,2.428443,0.363641,0.487642,0.236006,11.01006,
228,27.75808,2.952258,54.50307,2.588124,0.404423,0.48608,0.314748,10.99324,
230,10.07593,13.43809,54.00921,9.200454,1.868887,0.14779,0.157858,11.10177,
232,7.164137,14.85898,53.75003,10.42253,2.12611,0.042381,0.190998,11.44484,
234,7.083366,14.84044,54.24329,10.38425,2.126383,0.047794,0.184089,11.09038,
236,7.058114,14.85185,54.08717,10.47877,2.176744,0,0.189084,11.15827,
