Distance (µm),Al Ox%,Mg Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
52,1.542298,29.56169,55.02701,2.083733,0.214996,0.340409,0.213632,11.01624,
54,1.586249,29.58131,55.06083,2.139264,0.200477,0.446867,0.2187,10.7663,
56,1.499373,29.4733,55.26089,2.180444,0.282372,0.357745,0.26768,10.6782,
58,1.515643,29.4308,55.10875,2.180246,0.29525,0.416685,0.197603,10.85501,
60,1.583492,29.37794,54.93612,2.23727,0.285869,0.414992,0.159542,11.00478,
62,1.483003,29.53148,55.01986,2.169892,0.277382,0.465229,0.179182,10.87397,
64,1.495646,29.60109,55.1188,2.106796,0.243979,0.323761,0.217509,10.89243,
66,1.543555,29.50495,54.93304,2.160535,0.176525,0.385045,0.252514,11.04385,
68,1.465625,29.42516,55.07691,2.124977,0.22645,0.397679,0.240306,11.0429,
70,1.724911,29.40612,54.96222,2.143934,0.217833,0.321185,0.221533,11.00226,
72,1.736693,29.22174,54.68391,2.074471,0.260171,0.472064,0.260107,11.29083,
74,1.600281,29.19965,55.16587,2.152167,0.223288,0.415743,0.286178,10.95681,
76,1.353818,29.51707,55.14113,2.173211,0.231716,0.355511,0.184373,11.04316,
78,1.241982,29.39063,55.38798,2.145047,0.188323,0.289019,0.220462,11.13656,
80,1.218074,29.33376,55.50415,2.125911,0.250573,0.298644,0.293381,10.97551,
82,1.29818,29.41159,55.15664,2.129118,0.247924,0.2827,0.265921,11.20793,
84,1.306911,29.36591,55.2285,2.147562,0.269172,0.275624,0.242719,11.16361,
86,1.215644,29.45386,55.25146,2.164275,0.27334,0.255126,0.346613,11.03968,
88,1.337201,29.39455,55.20918,2.200348,0.216946,0.296647,0.263223,11.08191,
90,1.238717,29.45061,55.16724,2.159161,0.148119,0.393356,0.24117,11.20164,
92,1.260545,29.35001,55.25041,2.212789,0.221447,0.310673,0.13427,11.25985,
94,1.186976,29.2948,55.22706,2.165795,0.254848,0.274137,0.259673,11.33671,
96,1.232244,29.38731,55.05823,2.2397,0.158809,0.217114,0.251245,11.45534,
98,1.271251,29.23502,55.26985,2.216266,0.265293,0.279,0.315679,11.14766,
100,1.189809,29.23921,55.2299,2.142081,0.238287,0.361439,0.227547,11.37172,
102,1.271429,29.26707,55.0112,2.106471,0.22166,0.28267,0.222411,11.61709,
104,1.234501,29.24984,55.27918,2.198094,0.201379,0.189909,0.21618,11.43093,
106,1.239795,29.24308,55.30908,2.230967,0.181976,0.305349,0.172006,11.31775,
108,1.119586,29.1538,55.30888,2.250197,0.243886,0.30392,0.257268,11.36247,
110,1.264344,29.34732,55.00926,2.169677,0.208254,0.280562,0.323939,11.39664,
112,1.266388,29.24136,55.01157,2.194984,0.262282,0.226152,0.275173,11.52208,
114,1.2774,29.15326,55.22364,2.195814,0.202461,0.280292,0.256032,11.41111,
116,1.247764,29.15112,55.21679,2.158058,0.243546,0.250722,0.216577,11.51543,
118,1.187967,29.20868,55.1855,2.160463,0.234155,0.260128,0.268185,11.49491,
120,1.244033,29.19696,55.08569,2.135852,0.185397,0.332049,0.267355,11.55266,
122,1.24772,29.08588,55.15904,2.199627,0.201839,0.253707,0.300502,11.55168,
124,1.225803,29.26211,55.09185,2.172222,0.264871,0.288828,0.19198,11.50233,
126,1.274419,29.12757,55.22861,2.190318,0.210417,0.233285,0.190813,11.54457,
128,1.205435,29.1302,55.17914,2.207744,0.229308,0.327154,0.299348,11.42167,
130,1.227512,29.21345,55.04658,2.166415,0.236262,0.33173,0.279504,11.49856,
132,1.245362,29.29727,55.12717,2.185887,0.272699,0.239314,0.226984,11.40532,
134,1.252503,29.05126,55.12851,2.216868,0.191194,0.285861,0.314403,11.55938,
136,1.137818,29.23127,55.13963,2.182893,0.228218,0.290729,0.329611,11.45983,
138,1.215728,29.19649,55.30373,2.219205,0.15433,0.224405,0.236496,11.44962,
140,1.231785,29.18841,54.99998,2.266693,0.281729,0.267099,0.287131,11.47718,
142,1.541325,28.89811,54.71795,2.259687,0.265166,0.399895,0.287222,11.63066,
144,1.712907,28.84502,54.64458,2.262994,0.280228,0.330785,0.244457,11.67902,
146,1.684743,28.72979,54.80278,2.257225,0.294144,0.44898,0.210492,11.57185,
