Distance (µm),Al Ox%,Mg Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
88,1.854273,29.0987,54.63224,2.271119,0.3348,0.438755,0.244427,11.12569,
90,1.948849,29.13267,54.65266,2.204207,0.290655,0.517175,0.240341,11.01345,
92,2.001626,28.90138,54.77185,2.172701,0.340957,0.473235,0.218272,11.11998,
94,1.833214,29.20554,54.45469,2.202104,0.337675,0.526438,0.213967,11.22636,
96,1.922677,29.11655,54.36705,2.207227,0.325248,0.523542,0.258832,11.27886,
98,2.083578,28.95887,54.52653,2.21776,0.233218,0.406021,0.265389,11.30863,
100,2.024576,29.05189,54.35844,2.235557,0.374648,0.520729,0.197695,11.23647,
102,1.957252,29.08236,54.44587,2.243712,0.25741,0.480646,0.214365,11.31838,
104,1.94005,29.07539,54.44584,2.225153,0.314908,0.537131,0.345418,11.11611,
106,1.962306,29.0775,54.62661,2.213454,0.30446,0.473297,0.273037,11.06933,
108,1.960799,29.08341,54.48259,2.261811,0.260892,0.577826,0.248682,11.124,
110,2.00678,28.92985,54.65247,2.256269,0.305411,0.545499,0.252744,11.05097,
112,2.015976,29.05956,54.50719,2.198315,0.273621,0.509824,0.236652,11.19887,
114,2.120554,29.05105,54.3506,2.349354,0.302081,0.448842,0.305314,11.0722,
116,1.960983,29.07484,54.50501,2.255619,0.275577,0.499411,0.269267,11.1593,
118,1.974325,29.07792,54.49733,2.228466,0.264345,0.40843,0.246881,11.30231,
120,1.879944,29.18638,54.44834,2.13265,0.337501,0.506512,0.333304,11.17536,
122,1.952734,29.02633,54.50008,2.231596,0.364307,0.468993,0.210871,11.24508,
124,1.863898,29.14313,54.69198,2.218055,0.32163,0.35027,0.299921,11.1111,
126,1.9363,28.92826,54.74676,2.242555,0.279904,0.526386,0.260299,11.07953,
128,1.900077,29.12807,54.49616,2.28957,0.301019,0.475787,0.215798,11.19352,
130,1.925139,29.09106,54.48811,2.239594,0.372838,0.478254,0.228981,11.17603,
132,1.933025,28.99722,54.61258,2.263216,0.333282,0.496703,0.277514,11.08646,
134,1.948842,28.96056,54.57755,2.281232,0.385531,0.496229,0.285689,11.06437,
136,1.962646,28.90006,54.47632,2.204409,0.312381,0.536834,0.258894,11.34845,
138,1.87465,29.00436,54.5831,2.321868,0.241158,0.529575,0.183869,11.26142,
140,2.03907,28.99579,54.64449,2.248012,0.259079,0.561354,0.237886,11.01432,
142,1.967012,28.91871,54.68842,2.185182,0.30777,0.552024,0.214138,11.16675,
144,1.918537,29.06013,54.62567,2.250276,0.262054,0.514835,0.185765,11.18274,
146,2.023685,28.91452,54.51609,2.260998,0.296452,0.47363,0.223877,11.29075,
148,1.937862,29.10027,54.63638,2.305738,0.248743,0.501918,0.194329,11.07476,
150,1.930469,29.04999,54.4265,2.216193,0.398206,0.469282,0.192745,11.31663,
152,2.065821,28.95112,54.40412,2.232295,0.416337,0.452104,0.26842,11.20978,
154,1.928637,28.98101,54.46014,2.305185,0.296064,0.51453,0.2089,11.30553,
156,1.936675,28.98075,54.38038,2.255078,0.331378,0.536083,0.175194,11.40445,
158,2.348989,28.70146,54.12793,2.270665,0.369662,0.639745,0.279303,11.26225,
160,2.666364,28.44733,53.70705,2.373013,0.454041,0.768017,0.240113,11.34408,
162,1.884826,28.8668,54.45498,2.360526,0.31853,0.540769,0.272718,11.30085,
164,1.2463,29.39962,55.18276,2.310121,0.235768,0.352812,0.232698,11.03993,
166,1.256042,29.29524,55.30613,2.312505,0.224461,0.267473,0.29813,11.04003,
168,1.256789,29.2725,55.35892,2.302753,0.224453,0.285559,0.267629,11.03139,
170,1.365974,29.3795,55.09109,2.313401,0.207099,0.350802,0.290022,11.00212,
172,1.330619,29.42063,55.21848,2.335799,0.235876,0.331727,0.152068,10.97481,
174,1.26738,29.33092,55.33934,2.265766,0.199465,0.262935,0.280958,11.05323,
176,1.370878,29.38039,55.31131,2.238271,0.158488,0.281593,0.239763,11.01931,
178,1.337331,29.26834,55.18631,2.283003,0.245144,0.236324,0.267642,11.17591,
