Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
108,29.42173,1.567123,55.13884,2.206158,0.213597,0.458231,0.240155,10.75418,
110,29.33671,1.674721,55.17665,2.189823,0.292125,0.44289,0.245111,10.64198,
112,29.46287,1.664504,54.82258,2.182671,0.317498,0.553871,0.165955,10.83005,
114,29.15368,1.763585,55.03954,2.086409,0.266536,0.590416,0.216671,10.88315,
116,29.26454,1.6891,54.99367,2.15782,0.348056,0.504782,0.270325,10.77169,
118,29.2316,1.708867,55.05289,2.211534,0.244092,0.469742,0.233729,10.84756,
120,29.2857,1.72833,54.84502,2.242517,0.275587,0.532085,0.280155,10.81062,
122,29.20348,1.729132,55.10376,2.300214,0.21724,0.468954,0.186627,10.79059,
124,29.33459,1.71391,54.85675,2.365433,0.300737,0.433914,0.254577,10.74009,
126,29.29392,1.678596,55.09052,2.445056,0.236325,0.417498,0.205686,10.6324,
128,29.32336,1.855219,54.51397,2.381713,0.2769,0.557718,0.27827,10.81286,
130,29.10221,2.135124,54.37614,2.393935,0.354518,0.636108,0.276138,10.72584,
132,29.11149,2.096501,54.57968,2.345697,0.351271,0.610495,0.285789,10.61908,
134,29.36487,1.872966,54.84028,2.132555,0.321788,0.52279,0.269067,10.67568,
136,29.54406,1.811035,54.75368,2.084775,0.31242,0.474717,0.17407,10.84523,
138,29.62072,1.765654,54.8902,2.096767,0.269513,0.513362,0.186051,10.65774,
140,29.57887,1.772385,55.04848,2.071647,0.238458,0.397989,0.175671,10.71649,
142,29.57925,1.812467,54.89668,2.088649,0.254448,0.489251,0.21534,10.66391,
144,29.50831,1.734824,55.07434,2.105282,0.276365,0.491614,0.218737,10.59052,
146,29.51492,1.704628,55.20132,2.090906,0.233449,0.445676,0.272036,10.53706,
148,29.66883,1.708124,55.0137,2.097555,0.217135,0.479984,0.16534,10.64931,
150,29.62045,1.707258,54.97731,2.038078,0.263314,0.519462,0.224109,10.65001,
152,29.72043,1.735927,55.1108,1.957774,0.263557,0.452869,0.277103,10.48154,
154,29.79033,1.670575,55.09794,1.934693,0.238213,0.478805,0.229714,10.55974,
156,29.91628,1.653256,55.32701,1.788484,0.243879,0.472209,0.223621,10.37525,
